Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,feature_1,feature_2,feature_3,feature_4
L,297.9,308.4,1646,40.6,175,0,91872.35999999999,40.54187192118226,288050,7105.0
L,297.8,308.4,1714,33.2,177,0,91841.51999999999,51.62650602409638,303378,5876.400000000001
L,297.8,308.4,1685,28.4,179,0,91841.51999999999,59.33098591549296,301615,5083.599999999999
L,297.8,308.4,1512,39.9,181,0,91841.51999999999,37.89473684210527,273672,7221.9
L,297.8,308.4,1612,32.1,183,0,91841.51999999999,50.218068535825545,294996,5874.3
H,297.8,308.4,1550,38.2,185,0,91841.51999999999,40.57591623036649,286750,7067.000000000001
L,297.8,308.4,1518,32.5,190,0,91841.51999999999,46.707692307692305,288420,6175.0
L,297.8,308.5,1448,40.0,192,0,91871.3,36.2,278016,7680.0
L,297.8,308.5,1561,46.3,194,0,91871.3,33.71490280777538,302834,8982.199999999999
M,297.8,308.5,1488,41.9,196,0,91871.3,35.51312649164678,291648,8212.4
L,297.8,308.5,1699,27.8,199,0,91871.3,61.115107913669064,338101,5532.2
L,297.7,308.5,1501,41.4,201,0,91840.45,36.256038647343,301701,8321.4
L,297.7,308.5,1373,56.7,203,1,91840.45,24.21516754850088,278719,11510.1
H,297.6,308.4,1703,31.4,205,0,91779.84,54.23566878980892,349115,6437.0
H,297.7,308.5,1720,29.9,210,0,91840.45,57.525083612040135,361200,6279.0
M,297.6,308.4,1398,41.9,215,0,91779.84,33.36515513126492,300570,9008.5
M,297.6,308.4,1391,51.9,218,0,91779.84,26.801541425818883,303238,11314.199999999999
M,297.6,308.3,1538,40.2,0,0,91750.08000000002,38.25870646766169,0,0.0
L,297.5,308.2,1647,31.3,3,0,91689.5,52.61980830670927,4941,93.9
M,297.5,308.1,1469,44.8,5,0,91659.75,32.79017857142858,7345,224.0
L,297.4,308.1,1749,25.9,8,0,91628.94,67.52895752895753,13992,207.2
M,297.6,308.2,1995,20.5,10,0,91720.32,97.3170731707317,19950,205.0
L,297.6,308.3,1742,27.7,13,0,91750.08000000002,62.888086642599276,22646,360.09999999999997
L,297.5,308.2,1563,38.2,15,0,91689.5,40.916230366492144,23445,573.0
M,297.5,308.2,1713,32.2,17,0,91689.5,53.19875776397515,29121,547.4000000000001
L,297.4,308.1,1474,39.4,20,0,91628.94,37.411167512690355,29480,788.0
M,297.4,308.2,1530,32.6,22,0,91658.68,46.93251533742331,33660,717.2
L,297.4,308.2,1471,46.5,25,0,91658.68,31.634408602150536,36775,1162.5
L,297.5,308.3,1388,48.6,27,0,91719.25,28.559670781893004,37476,1312.2
M,297.5,308.2,2448,13.8,29,0,91689.5,177.39130434782606,70992,400.20000000000005
L,297.5,308.3,1585,32.9,32,0,91719.25,48.17629179331307,50720,1052.8
M,297.5,308.3,1459,45.2,34,0,91719.25,32.2787610619469,49606,1536.8000000000002
L,297.5,308.3,1544,40.8,37,0,91719.25,37.84313725490196,57128,1509.6
L,297.6,308.3,1617,31.7,39,0,91750.08000000002,51.00946372239748,63063,1236.3
L,297.6,308.3,1595,34.3,41,0,91750.08000000002,46.501457725947525,65395,1406.3
H,297.6,308.3,1400,44.3,43,0,91750.08000000002,31.60270880361174,60200,1904.8999999999999
M,297.6,308.4,1611,31.0,48,0,91779.84,51.96774193548387,77328,1488.0
M,297.6,308.4,1507,46.0,51,0,91779.84,32.76086956521739,76857,2346.0
H,297.5,308.3,1674,30.0,54,0,91719.25,55.8,90396,1620.0
L,297.6,308.3,1658,34.3,59,0,91750.08000000002,48.33819241982508,97822,2023.6999999999998
L,297.6,308.3,1623,36.9,61,0,91750.08000000002,43.983739837398375,99003,2250.9
M,297.6,308.4,1398,48.9,63,0,91779.84,28.588957055214724,88074,3080.7
L,297.6,308.4,1517,34.2,66,0,91779.84,44.356725146198826,100122,2257.2000000000003
M,297.6,308.3,1467,36.7,68,0,91750.08000000002,39.97275204359673,99756,2495.6000000000004
M,297.6,308.3,1567,34.6,71,0,91750.08000000002,45.28901734104046,111257,2456.6
M,297.5,308.3,1521,38.2,74,0,91719.25,39.816753926701566,112554,2826.8
L,297.5,308.3,1596,36.8,77,0,91719.25,43.369565217391305,122892,2833.6
H,297.6,308.3,1640,30.9,79,0,91750.08000000002,53.07443365695793,129560,2441.1
L,297.6,308.3,1438,47.8,84,0,91750.08000000002,30.083682008368203,120792,4015.2
L,297.6,308.4,1407,55.2,86,0,91779.84,25.489130434782606,121002,4747.2
L,297.6,308.4,1353,57.5,88,0,91779.84,23.530434782608694,119064,5060.0
M,297.6,308.5,1552,40.9,90,0,91809.6,37.946210268948654,139680,3681.0
M,297.6,308.4,1569,38.3,93,0,91779.84,40.96605744125327,145917,3561.8999999999996
L,297.5,308.4,1489,39.5,96,0,91749.0,37.69620253164557,142944,3792.0
H,297.5,308.4,1587,36.1,98,0,91749.0,43.961218836565095,155526,3537.8
M,297.5,308.3,1622,37.2,103,0,91719.25,43.60215053763441,167066,3831.6000000000004
L,297.5,308.4,1604,38.1,106,0,91749.0,42.0997375328084,170024,4038.6000000000004
M,297.4,308.3,1405,51.7,108,0,91688.42,27.176015473887812,151740,5583.6
L,297.4,308.3,1412,42.0,111,0,91688.42,33.61904761904762,156732,4662.0
L,297.4,308.3,1431,43.0,113,0,91688.42,33.27906976744186,161703,4859.0
L,297.4,308.2,1533,37.4,115,0,91658.68,40.98930481283423,176295,4301.0
M,297.4,308.2,1401,51.9,117,0,91658.68,26.99421965317919,163917,6072.3
M,297.4,308.2,1424,53.9,120,0,91658.68,26.419294990723564,170880,6468.0
L,297.3,308.2,1754,29.4,123,0,91627.86,59.65986394557824,215742,3616.2
L,297.3,308.2,1754,26.8,125,0,91627.86,65.44776119402985,219250,3350.0
L,297.5,308.3,2564,12.8,127,1,91719.25,200.3125,325628,1625.6000000000001
L,297.5,308.5,1546,40.4,129,0,91778.75,38.26732673267327,199434,5211.599999999999
L,297.5,308.5,1335,48.0,131,0,91778.75,27.8125,174885,6288.0
M,297.5,308.6,1842,27.0,133,0,91808.5,68.22222222222223,244986,3591.0
L,297.5,308.5,1712,26.8,136,0,91778.75,63.88059701492537,232832,3644.8
M,297.6,308.6,1414,45.4,138,0,91839.36000000002,31.145374449339208,195132,6265.2
L,297.6,308.7,1319,50.9,141,0,91869.12000000001,25.913555992141454,185979,7176.9
L,297.7,308.7,1249,60.4,143,0,91899.98999999999,20.67880794701987,178607,8637.199999999999
L,297.6,308.7,1455,48.2,145,0,91869.12000000001,30.186721991701244,210975,6989.0
M,297.6,308.7,1408,54.8,147,0,91869.12000000001,25.693430656934307,206976,8055.599999999999
L,297.6,308.7,1460,46.7,150,0,91869.12000000001,31.263383297644538,219000,7005.0
L,297.6,308.6,1491,38.1,152,0,91839.36000000002,39.13385826771653,226632,5791.2
M,297.6,308.5,1490,43.4,154,0,91809.6,34.33179723502304,229460,6683.599999999999
M,297.5,308.4,1350,52.2,157,0,91749.0,25.86206896551724,211950,8195.4
L,297.5,308.4,1528,39.9,160,0,91749.0,38.29573934837093,244480,6384.0
L,297.4,308.3,1571,37.7,162,0,91688.42,41.671087533156495,254502,6107.400000000001
L,297.4,308.3,1490,42.6,164,0,91688.42,34.97652582159624,244360,6986.400000000001
M,297.4,308.3,1774,28.9,166,0,91688.42,61.3840830449827,294484,4797.4
H,297.4,308.3,1502,43.6,169,0,91688.42,34.44954128440367,253838,7368.400000000001
L,297.4,308.4,1392,49.7,174,0,91718.15999999999,28.00804828973843,242208,8647.800000000001
L,297.4,308.5,2100,16.9,176,0,91747.9,124.26035502958581,369600,2974.3999999999996
L,297.5,308.5,1722,30.4,178,0,91778.75,56.64473684210527,306516,5411.2
L,297.4,308.6,1678,32.3,180,0,91777.64,51.950464396284836,302040,5813.999999999999
L,297.3,308.6,1273,59.8,182,0,91746.78000000001,21.287625418060202,231686,10883.6
L,297.3,308.6,1297,45.9,184,0,91746.78000000001,28.257080610021788,238648,8445.6
L,297.3,308.5,1350,57.6,186,0,91717.05,23.4375,251100,10713.6
L,297.4,308.6,1439,51.9,188,0,91777.64,27.726396917148364,270532,9757.199999999999
M,297.4,308.5,1600,42.1,190,0,91747.9,38.00475059382423,304000,7999.0
M,297.4,308.6,1434,44.4,193,0,91777.64,32.2972972972973,276762,8569.199999999999
L,297.4,308.6,1459,41.3,196,0,91777.64,35.326876513317195,285964,8094.799999999999
M,297.5,308.6,1472,44.9,198,0,91808.5,32.783964365256125,291456,8890.199999999999
L,297.5,308.7,1429,44.3,201,0,91838.25,32.25733634311513,287229,8904.3
L,297.5,308.6,1388,48.2,203,0,91808.5,28.79668049792531,281764,9784.6
L,297.4,308.4,1573,34.5,205,0,91718.15999999999,45.594202898550726,322465,7072.5
L,297.4,308.4,1588,32.5,207,0,91718.15999999999,48.86153846153846,328716,6727.5
L,297.5,308.4,1511,42.8,209,0,91749.0,35.30373831775701,315799,8945.199999999999
L,297.4,308.5,1495,37.8,211,0,91747.9,39.55026455026455,315445,7975.799999999999
L,297.4,308.4,1394,50.1,213,0,91718.15999999999,27.82435129740519,296922,10671.300000000001
L,297.4,308.4,2151,17.7,0,0,91718.15999999999,121.52542372881356,0,0.0
M,297.3,308.3,1501,38.2,2,0,91657.59000000001,39.29319371727748,3002,76.4
M,297.3,308.3,1301,39.6,5,0,91657.59000000001,32.85353535353535,6505,198.0
M,297.3,308.3,1657,31.1,8,0,91657.59000000001,53.27974276527331,13256,248.8
L,297.3,308.3,1333,55.2,11,0,91657.59000000001,24.14855072463768,14663,607.2
L,297.3,308.3,1484,43.9,13,0,91657.59000000001,33.804100227790435,19292,570.6999999999999
L,297.3,308.4,1430,45.7,15,0,91687.31999999999,31.291028446389493,21450,685.5
M,297.3,308.4,1665,28.9,17,0,91687.31999999999,57.61245674740485,28305,491.29999999999995
L,297.4,308.5,1501,44.9,20,0,91747.9,33.42984409799555,30020,898.0
M,297.5,308.5,1496,42.2,22,0,91778.75,35.45023696682464,32912,928.4000000000001
M,297.6,308.6,1595,36.9,25,0,91839.36000000002,43.22493224932249,39875,922.5
L,297.5,308.6,1208,62.3,28,0,91808.5,19.390048154093098,33824,1744.3999999999999
L,297.5,308.6,1596,37.1,30,0,91808.5,43.0188679245283,47880,1113.0
L,297.5,308.5,1446,41.9,32,0,91778.75,34.51073985680191,46272,1340.8
M,297.6,308.5,1466,39.7,34,0,91809.6,36.92695214105793,49844,1349.8000000000002
M,297.6,308.5,1848,23.7,37,0,91809.6,77.9746835443038,68376,876.9
M,297.5,308.5,1484,44.7,40,0,91778.75,33.19910514541387,59360,1788.0
L,297.4,308.3,1493,41.2,43,0,91688.42,36.2378640776699,64199,1771.6000000000001
L,297.3,308.3,1504,36.3,45,0,91657.59000000001,41.43250688705235,67680,1633.4999999999998
L,297.3,308.3,1538,38.5,47,0,91657.59000000001,39.94805194805195,72286,1809.5
L,297.4,308.4,1341,52.2,49,0,91718.15999999999,25.68965517241379,65709,2557.8
M,297.4,308.3,1535,34.6,51,0,91688.42,44.36416184971098,78285,1764.6000000000001
L,297.4,308.5,1389,39.2,54,0,91747.9,35.433673469387756,75006,2116.8
H,297.5,308.5,1393,46.6,56,0,91778.75,29.892703862660944,78008,2609.6
L,297.4,308.5,1399,61.5,61,1,91747.9,22.747967479674795,85339,3751.5
H,297.4,308.5,1469,45.1,63,0,91747.9,32.572062084257205,92547,2841.3
L,297.4,308.4,1582,37.2,68,0,91718.15999999999,42.526881720430104,107576,2529.6000000000004
L,297.5,308.6,1793,26.7,70,0,91808.5,67.15355805243446,125510,1869.0
L,297.5,308.6,1452,39.0,72,0,91808.5,37.23076923076923,104544,2808.0
M,297.6,308.7,1376,59.9,74,0,91869.12000000001,22.97161936560935,101824,4432.599999999999
L,297.5,308.6,1552,44.9,77,0,91808.5,34.56570155902005,119504,3457.2999999999997
L,297.6,308.7,1622,37.9,79,0,91869.12000000001,42.79683377308707,128138,2994.1
M,297.6,308.7,1419,41.7,81,0,91869.12000000001,34.02877697841726,114939,3377.7000000000003
H,297.5,308.6,1440,46.1,84,0,91808.5,31.23644251626898,120960,3872.4
M,297.4,308.6,1643,31.0,89,0,91777.64,53.0,146227,2759.0
L,297.4,308.7,1510,36.2,92,0,91807.37999999999,41.712707182320436,138920,3330.4
L,297.4,308.7,1468,46.6,94,0,91807.37999999999,31.50214592274678,137992,4380.400000000001
L,297.4,308.7,1429,57.4,96,0,91807.37999999999,24.895470383275264,137184,5510.4
H,297.3,308.7,1478,47.6,98,0,91776.51,31.050420168067227,144844,4664.8
L,297.4,308.6,1276,53.6,103,0,91777.64,23.80597014925373,131428,5520.8
L,297.3,308.6,1486,42.6,105,0,91746.78000000001,34.88262910798122,156030,4473.0
L,297.4,308.6,1476,42.3,107,0,91777.64,34.8936170212766,157932,4526.099999999999
H,297.3,308.6,1431,42.0,109,0,91746.78000000001,34.07142857142857,155979,4578.0
L,297.4,308.7,1402,40.2,114,0,91807.37999999999,34.87562189054726,159828,4582.8
L,297.4,308.7,1433,43.4,116,0,91807.37999999999,33.0184331797235,166228,5034.4
L,297.4,308.7,2874,4.2,118,1,91807.37999999999,684.2857142857142,339132,495.6
L,297.3,308.6,1511,35.7,120,0,91746.78000000001,42.324929971988794,181320,4284.0
M,297.3,308.6,1456,42.9,122,0,91746.78000000001,33.93939393939394,177632,5233.8
L,297.2,308.5,1550,41.5,125,0,91686.2,37.34939759036145,193750,5187.5
L,297.2,308.5,2182,16.5,127,0,91686.2,132.24242424242425,277114,2095.5
L,297.3,308.7,1619,31.6,129,0,91776.51,51.234177215189874,208851,4076.4
M,297.3,308.8,1586,32.7,131,0,91806.24,48.50152905198777,207766,4283.700000000001
H,297.3,308.8,1499,44.2,134,0,91806.24,33.914027149321264,200866,5922.8
H,297.3,308.8,1419,42.4,139,0,91806.24,33.466981132075475,197241,5893.599999999999
M,297.4,309.0,1497,41.8,144,0,91896.59999999999,35.813397129186605,215568,6019.2
M,297.4,309.0,1520,37.0,147,0,91896.59999999999,41.08108108108108,223440,5439.0
L,297.4,309.1,1478,49.8,150,0,91926.34,29.678714859437754,221700,7470.0
L,297.4,309.1,1380,41.1,152,0,91926.34,33.57664233576642,209760,6247.2
L,297.4,309.0,1570,37.9,154,0,91896.59999999999,41.42480211081794,241780,5836.599999999999
H,297.4,309.0,1468,41.4,156,0,91896.59999999999,35.45893719806764,229008,6458.4
L,297.4,309.0,1833,22.6,161,0,91896.59999999999,81.10619469026548,295113,3638.6000000000004
M,297.4,308.9,1323,57.3,163,0,91866.85999999999,23.089005235602095,215649,9339.9
L,297.4,309.0,1583,32.0,166,0,91896.59999999999,49.46875,262778,5312.0
M,297.3,309.0,1556,39.5,168,0,91865.7,39.392405063291136,261408,6636.0
L,297.3,309.0,1548,37.4,171,0,91865.7,41.3903743315508,264708,6395.4
L,297.4,309.0,1324,56.9,173,0,91896.59999999999,23.2688927943761,229052,9843.699999999999
L,297.4,309.0,1568,33.7,175,0,91896.59999999999,46.52818991097922,274400,5897.500000000001
M,297.4,309.0,1685,30.7,177,0,91896.59999999999,54.88599348534202,298245,5433.9
M,297.4,309.1,1582,35.9,180,0,91926.34,44.06685236768802,284760,6462.0
M,297.4,309.1,1463,35.0,183,0,91926.34,41.8,267729,6405.0
L,297.4,309.2,1584,42.8,186,0,91956.07999999999,37.00934579439252,294624,7960.799999999999
M,297.5,309.2,1347,55.8,188,0,91987.0,24.13978494623656,253236,10490.4
L,297.4,309.2,1459,37.9,191,0,91956.07999999999,38.49604221635884,278669,7238.9
L,297.4,309.2,1420,45.6,193,0,91956.07999999999,31.140350877192983,274060,8800.800000000001
L,297.5,309.3,1404,43.5,195,0,92016.75,32.275862068965516,273780,8482.5
L,297.5,309.3,1470,38.8,197,0,92016.75,37.886597938144334,289590,7643.599999999999
L,297.6,309.4,1326,49.8,199,0,92077.44,26.626506024096386,263874,9910.199999999999
H,297.5,309.3,1459,49.7,201,0,92016.75,29.356136820925553,293259,9989.7
M,297.5,309.2,1530,40.0,206,0,91987.0,38.25,315180,8240.0
L,297.4,309.0,1505,39.2,209,0,91896.59999999999,38.39285714285714,314545,8192.800000000001
L,297.5,309.1,1611,30.2,211,0,91957.25,53.34437086092716,339921,6372.2
L,297.5,309.1,1515,35.1,213,0,91957.25,43.16239316239316,322695,7476.3
M,297.5,309.2,1804,27.4,215,0,91987.0,65.83941605839416,387860,5891.0
M,297.6,309.3,1464,46.2,218,0,92047.68000000001,31.688311688311686,319152,10071.6
L,297.6,309.2,1390,43.3,221,0,92017.92,32.10161662817552,307190,9569.3
M,297.6,309.2,1442,48.1,0,0,92017.92,29.97920997920998,0,0.0
M,297.6,309.3,1529,41.9,3,0,92047.68000000001,36.49164677804296,4587,125.69999999999999
L,297.6,309.3,1610,35.0,6,0,92047.68000000001,46.0,9660,210.0
L,297.6,309.3,1543,34.3,8,0,92047.68000000001,44.98542274052478,12344,274.4
H,297.8,309.4,1445,48.2,10,0,92139.31999999999,29.97925311203319,14450,482.0
L,297.7,309.3,1893,24.6,15,0,92078.61,76.95121951219512,28395,369.0
M,297.6,309.3,1415,41.3,17,0,92047.68000000001,34.261501210653755,24055,702.0999999999999
L,297.5,309.3,1564,37.5,20,0,92016.75,41.70666666666666,31280,750.0
L,297.5,309.3,1479,39.4,22,0,92016.75,37.53807106598985,32538,866.8
L,297.5,309.2,1426,44.8,24,0,91987.0,31.830357142857146,34224,1075.1999999999998
L,297.4,309.2,1428,38.8,26,0,91956.07999999999,36.80412371134021,37128,1008.8
L,297.4,309.2,1620,33.2,28,0,91956.07999999999,48.795180722891565,45360,929.6000000000001
L,297.5,309.2,1715,28.0,30,0,91987.0,61.25,51450,840.0
L,297.5,309.3,1732,29.9,32,0,92016.75,57.92642140468228,55424,956.8
M,297.5,309.4,1391,58.2,34,0,92046.5,23.900343642611684,47294,1978.8000000000002
L,297.6,309.5,1924,20.6,37,0,92107.20000000001,93.39805825242718,71188,762.2
M,297.7,309.5,2027,19.8,39,0,92138.15,102.37373737373737,79053,772.2
L,297.6,309.5,1617,36.2,42,0,92107.20000000001,44.668508287292816,67914,1520.4
L,297.5,309.4,1497,35.8,44,0,92046.5,41.81564245810056,65868,1575.1999999999998
M,297.5,309.5,1448,43.7,46,0,92076.25,33.13501144164759,66608,2010.2
L,297.4,309.4,1401,45.9,49,0,92015.55999999998,30.522875816993466,68649,2249.1
L,297.4,309.4,1620,35.4,51,0,92015.55999999998,45.76271186440678,82620,1805.3999999999999
L,297.4,309.4,1466,45.5,53,0,92015.55999999998,32.21978021978022,77698,2411.5
L,297.6,309.5,1373,50.6,55,0,92107.20000000001,27.134387351778656,75515,2783.0
M,297.6,309.6,1592,35.8,57,0,92136.96000000002,44.469273743016764,90744,2040.6
M,297.5,309.5,1553,42.4,60,0,92076.25,36.62735849056604,93180,2544.0
L,297.6,309.5,1569,36.2,63,0,92107.20000000001,43.34254143646408,98847,2280.6000000000004
M,297.6,309.5,1709,32.2,65,0,92107.20000000001,53.07453416149068,111085,2093.0
L,297.6,309.5,1549,34.9,68,0,92107.20000000001,44.383954154727796,105332,2373.2
L,297.5,309.4,1443,45.4,70,0,92046.5,31.784140969162998,101010,3178.0
L,297.5,309.3,1675,29.8,72,0,92016.75,56.20805369127517,120600,2145.6
L,297.5,309.3,1623,33.4,74,0,92016.75,48.59281437125749,120102,2471.6
H,297.4,309.3,1365,52.4,76,0,91985.81999999999,26.049618320610687,103740,3982.4
L,297.4,309.3,1759,24.8,81,0,91985.81999999999,70.9274193548387,142479,2008.8
H,297.4,309.3,1516,43.0,83,0,91985.81999999999,35.25581395348837,125828,3569.0
M,297.4,309.3,1499,36.8,88,0,91985.81999999999,40.733695652173914,131912,3238.3999999999996
M,297.4,309.3,1775,25.8,91,0,91985.81999999999,68.7984496124031,161525,2347.8
L,297.4,309.4,1473,45.5,94,0,92015.55999999998,32.37362637362637,138462,4277.0
L,297.4,309.4,1296,52.3,96,0,92015.55999999998,24.780114722753346,124416,5020.799999999999
L,297.5,309.4,1803,24.7,98,0,92046.5,72.99595141700405,176694,2420.6
H,297.5,309.3,1563,36.1,100,0,92016.75,43.29639889196676,156300,3610.0
M,297.5,309.4,1831,26.6,105,0,92046.5,68.8345864661654,192255,2793.0
L,297.6,309.4,1958,22.1,108,0,92077.44,88.5972850678733,211464,2386.8
L,297.5,309.4,1809,24.3,110,0,92046.5,74.44444444444444,198990,2673.0
M,297.5,309.4,1482,39.3,112,0,92046.5,37.70992366412214,165984,4401.599999999999
L,297.4,309.3,1332,53.2,115,0,91985.81999999999,25.037593984962406,153180,6118.0
L,297.4,309.2,1437,40.4,117,0,91956.07999999999,35.569306930693074,168129,4726.8
L,297.4,309.2,1698,29.4,119,0,91956.07999999999,57.75510204081633,202062,3498.6
L,297.4,309.2,1274,54.3,121,0,91956.07999999999,23.462246777163905,154154,6570.299999999999
M,297.4,309.3,1622,35.0,123,0,91985.81999999999,46.34285714285714,199506,4305.0
M,297.4,309.3,1564,36.0,126,0,91985.81999999999,43.44444444444444,197064,4536.0
H,297.5,309.4,1368,45.3,129,0,92046.5,30.198675496688743,176472,5843.7
M,297.4,309.4,1539,42.2,134,0,92015.55999999998,36.469194312796205,206226,5654.8
L,297.5,309.4,1357,50.1,137,0,92046.5,27.085828343313374,185909,6863.7
M,297.5,309.4,1433,48.3,139,0,92046.5,29.66873706004141,199187,6713.7
L,297.5,309.4,1650,34.6,142,0,92046.5,47.6878612716763,234300,4913.2
L,297.5,309.4,1503,40.6,144,0,92046.5,37.01970443349754,216432,5846.400000000001
L,297.5,309.4,1318,58.2,146,0,92046.5,22.646048109965633,192428,8497.2
M,297.5,309.4,1678,34.4,148,0,92046.5,48.77906976744186,248344,5091.2
L,297.6,309.5,1574,30.9,151,0,92107.20000000001,50.93851132686084,237674,4665.9
L,297.7,309.6,1529,35.2,153,0,92167.92,43.4375,233937,5385.6
H,297.6,309.6,1669,32.1,155,0,92136.96000000002,51.993769470404985,258695,4975.5
H,297.7,309.7,1570,35.8,160,0,92197.68999999999,43.85474860335196,251200,5728.0
M,297.6,309.7,1541,33.7,165,0,92166.72,45.72700296735905,254265,5560.500000000001
M,297.7,309.7,1680,30.2,168,0,92197.68999999999,55.629139072847686,282240,5073.599999999999
L,297.8,309.7,1935,22.1,171,0,92228.66,87.55656108597285,330885,3779.1000000000004
M,297.7,309.6,1596,35.2,173,0,92167.92,45.340909090909086,276108,6089.6
L,297.7,309.7,1498,41.0,176,0,92197.68999999999,36.53658536585366,263648,7216.0
M,297.8,309.8,1676,29.0,178,0,92258.44,57.793103448275865,298328,5162.0
L,297.8,309.9,1351,49.0,181,0,92288.22,27.571428571428573,244531,8869.0
L,297.9,309.9,1472,45.0,183,0,92319.20999999999,32.71111111111111,269376,8235.0
M,297.9,310.0,1439,41.7,185,0,92349.0,34.5083932853717,266215,7714.500000000001
M,297.9,309.9,1410,55.4,188,0,92319.20999999999,25.451263537906136,265080,10415.199999999999
H,297.7,309.7,1440,51.1,191,0,92197.68999999999,28.180039138943247,275040,9760.1
L,297.7,309.7,1591,37.7,196,0,92197.68999999999,42.201591511936336,311836,7389.200000000001
L,297.8,309.8,1533,36.8,198,0,92258.44,41.65760869565218,303534,7286.4
M,297.8,309.7,1700,31.3,200,0,92228.66,54.31309904153355,340000,6260.0
M,297.8,309.8,1798,25.5,203,0,92258.44,70.50980392156863,364994,5176.5
L,297.8,309.7,1394,42.9,206,0,92228.66,32.494172494172496,287164,8837.4
L,297.8,309.7,1341,49.2,208,0,92228.66,27.256097560975608,278928,10233.6
H,297.7,309.6,1697,32.2,210,0,92167.92,52.701863354037265,356370,6762.000000000001
H,297.6,309.6,1419,48.2,215,0,92136.96000000002,29.439834024896264,305085,10363.0
L,297.6,309.5,2001,20.5,220,0,92107.20000000001,97.60975609756098,440220,4510.0
